"","Driver","Track","Name","Pts"
"1","Ricky Stenhouse Jr.","Daytona International Speedway","DAYTONA 500",48
"2","Joey Logano","Daytona International Speedway","DAYTONA 500",42
"3","Christopher Bell","Daytona International Speedway","DAYTONA 500",35
"4","Chris Buescher","Daytona International Speedway","DAYTONA 500",43
"5","Alex Bowman","Daytona International Speedway","DAYTONA 500",41
"6","A.J. Allmendinger","Daytona International Speedway","DAYTONA 500",34
"7","Daniel Suarez","Daytona International Speedway","DAYTONA 500",30
"8","Ryan Blaney","Daytona International Speedway","DAYTONA 500",29
"9","Ross Chastain","Daytona International Speedway","DAYTONA 500",38
"10","Riley Herbst","Daytona International Speedway","DAYTONA 500",0
"11","Travis Pastrana","Daytona International Speedway","DAYTONA 500",26
"12","Kevin Harvick","Daytona International Speedway","DAYTONA 500",32
"13","Zane Smith","Daytona International Speedway","DAYTONA 500",0
"14","Cody Ware","Daytona International Speedway","DAYTONA 500",23
"15","Martin Truex Jr.","Daytona International Speedway","DAYTONA 500",29
"16","Corey LaJoie","Daytona International Speedway","DAYTONA 500",21
"17","Denny Hamlin","Daytona International Speedway","DAYTONA 500",20
"18","Kyle Larson","Daytona International Speedway","DAYTONA 500",19
"19","Kyle Busch","Daytona International Speedway","DAYTONA 500",18
"20","Bubba Wallace","Daytona International Speedway","DAYTONA 500",17
"21","Aric Almirola","Daytona International Speedway","DAYTONA 500",19
"22","Brad Keselowski","Daytona International Speedway","DAYTONA 500",25
"23","Austin Cindric","Daytona International Speedway","DAYTONA 500",20
"24","Noah Gragson","Daytona International Speedway","DAYTONA 500",13
"25","Ty Gibbs","Daytona International Speedway","DAYTONA 500",17
"26","Harrison Burton","Daytona International Speedway","DAYTONA 500",11
"27","Todd Gilliland","Daytona International Speedway","DAYTONA 500",11
"28","Michael McDowell","Daytona International Speedway","DAYTONA 500",15
"29","Conor Daly","Daytona International Speedway","DAYTONA 500",0
"30","B.J. McLeod","Daytona International Speedway","DAYTONA 500",7
"31","Jimmie Johnson","Daytona International Speedway","DAYTONA 500",10
"32","Justin Haley","Daytona International Speedway","DAYTONA 500",5
"33","Austin Dillon","Daytona International Speedway","DAYTONA 500",4
"34","William Byron","Daytona International Speedway","DAYTONA 500",7
"35","Chase Briscoe","Daytona International Speedway","DAYTONA 500",2
"36","Ryan Preece","Daytona International Speedway","DAYTONA 500",10
"37","Erik Jones","Daytona International Speedway","DAYTONA 500",1
"38","Chase Elliott","Daytona International Speedway","DAYTONA 500",1
"39","Tyler Reddick","Daytona International Speedway","DAYTONA 500",1
"40","Ty Dillon","Daytona International Speedway","DAYTONA 500",1
"41","Kyle Busch","Auto Club Speedway","Pala Casino 400",49
"42","Chase Elliott","Auto Club Speedway","Pala Casino 400",40
"43","Ross Chastain","Auto Club Speedway","Pala Casino 400",54
"44","Daniel Suarez","Auto Club Speedway","Pala Casino 400",47
"45","Kevin Harvick","Auto Club Speedway","Pala Casino 400",42
"46","Denny Hamlin","Auto Club Speedway","Pala Casino 400",42
"47","Brad Keselowski","Auto Club Speedway","Pala Casino 400",32
"48","Alex Bowman","Auto Club Speedway","Pala Casino 400",39
"49","Austin Dillon","Auto Club Speedway","Pala Casino 400",28
"50","Joey Logano","Auto Club Speedway","Pala Casino 400",39
"51","Martin Truex Jr.","Auto Club Speedway","Pala Casino 400",28
"52","Ricky Stenhouse Jr.","Auto Club Speedway","Pala Casino 400",25
"53","Chris Buescher","Auto Club Speedway","Pala Casino 400",24
"54","Corey LaJoie","Auto Club Speedway","Pala Casino 400",24
"55","Harrison Burton","Auto Club Speedway","Pala Casino 400",22
"56","Ty Gibbs","Auto Club Speedway","Pala Casino 400",21
"57","Todd Gilliland","Auto Club Speedway","Pala Casino 400",20
"58","Michael McDowell","Auto Club Speedway","Pala Casino 400",19
"59","Erik Jones","Auto Club Speedway","Pala Casino 400",18
"60","Chase Briscoe","Auto Club Speedway","Pala Casino 400",17
"61","Justin Haley","Auto Club Speedway","Pala Casino 400",16
"62","Noah Gragson","Auto Club Speedway","Pala Casino 400",15
"63","J.J. Yeley","Auto Club Speedway","Pala Casino 400",0
"64","B.J. McLeod","Auto Club Speedway","Pala Casino 400",13
"65","William Byron","Auto Club Speedway","Pala Casino 400",17
"66","Ryan Blaney","Auto Club Speedway","Pala Casino 400",20
"67","Cody Ware","Auto Club Speedway","Pala Casino 400",10
"68","Austin Cindric","Auto Club Speedway","Pala Casino 400",9
"69","Kyle Larson","Auto Club Speedway","Pala Casino 400",8
"70","Bubba Wallace","Auto Club Speedway","Pala Casino 400",7
"71","Ty Dillon","Auto Club Speedway","Pala Casino 400",6
"72","Christopher Bell","Auto Club Speedway","Pala Casino 400",5
"73","Ryan Preece","Auto Club Speedway","Pala Casino 400",4
"74","Tyler Reddick","Auto Club Speedway","Pala Casino 400",3
"75","Aric Almirola","Auto Club Speedway","Pala Casino 400",2
"76","A.J. Allmendinger","Auto Club Speedway","Pala Casino 400",1
"77","William Byron","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",60
"78","Kyle Larson","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",53
"79","Alex Bowman","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",46
"80","Bubba Wallace","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",41
"81","Christopher Bell","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",45
"82","Austin Cindric","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",31
"83","Martin Truex Jr.","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",42
"84","Justin Haley","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",29
"85","Kevin Harvick","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",29
"86","Daniel Suarez","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",27
"87","Denny Hamlin","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",35
"88","Ross Chastain","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",37
"89","Ryan Blaney","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",24
"90","Kyle Busch","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",25
"91","Tyler Reddick","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",22
"92","Aric Almirola","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",21
"93","Brad Keselowski","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",23
"94","A.J. Allmendinger","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",19
"95","Erik Jones","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",18
"96","Corey LaJoie","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",17
"97","Chris Buescher","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",16
"98","Ty Gibbs","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",15
"99","Ryan Preece","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",14
"100","Ricky Stenhouse Jr.","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",13
"101","Michael McDowell","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",12
"102","Harrison Burton","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",11
"103","Austin Dillon","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",10
"104","Chase Briscoe","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",9
"105","Josh Berry","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",0
"106","Noah Gragson","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",7
"107","Todd Gilliland","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",6
"108","B.J. McLeod","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",5
"109","J.J. Yeley","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",0
"110","Ty Dillon","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",3
"111","Cody Ware","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",2
"112","Joey Logano","Las Vegas Motor Speedway","Pennzoil 400 presented by Jiffy Lube",1
"113","William Byron","Phoenix Raceway","United Rentals Work United 500",59
"114","Ryan Blaney","Phoenix Raceway","United Rentals Work United 500",43
"115","Tyler Reddick","Phoenix Raceway","United Rentals Work United 500",46
"116","Kyle Larson","Phoenix Raceway","United Rentals Work United 500",52
"117","Kevin Harvick","Phoenix Raceway","United Rentals Work United 500",43
"118","Christopher Bell","Phoenix Raceway","United Rentals Work United 500",43
"119","Chase Briscoe","Phoenix Raceway","United Rentals Work United 500",31
"120","Kyle Busch","Phoenix Raceway","United Rentals Work United 500",30
"121","Alex Bowman","Phoenix Raceway","United Rentals Work United 500",28
"122","Josh Berry","Phoenix Raceway","United Rentals Work United 500",0
"123","Joey Logano","Phoenix Raceway","United Rentals Work United 500",26
"124","Ryan Preece","Phoenix Raceway","United Rentals Work United 500",25
"125","Michael McDowell","Phoenix Raceway","United Rentals Work United 500",24
"126","Bubba Wallace","Phoenix Raceway","United Rentals Work United 500",23
"127","Chris Buescher","Phoenix Raceway","United Rentals Work United 500",22
"128","Austin Dillon","Phoenix Raceway","United Rentals Work United 500",21
"129","Martin Truex Jr.","Phoenix Raceway","United Rentals Work United 500",20
"130","Brad Keselowski","Phoenix Raceway","United Rentals Work United 500",28
"131","Ricky Stenhouse Jr.","Phoenix Raceway","United Rentals Work United 500",18
"132","A.J. Allmendinger","Phoenix Raceway","United Rentals Work United 500",17
"133","Erik Jones","Phoenix Raceway","United Rentals Work United 500",16
"134","Daniel Suarez","Phoenix Raceway","United Rentals Work United 500",15
"135","Denny Hamlin","Phoenix Raceway","United Rentals Work United 500",26
"136","Ross Chastain","Phoenix Raceway","United Rentals Work United 500",19
"137","Austin Cindric","Phoenix Raceway","United Rentals Work United 500",12
"138","Corey LaJoie","Phoenix Raceway","United Rentals Work United 500",11
"139","Justin Haley","Phoenix Raceway","United Rentals Work United 500",10
"140","Ty Gibbs","Phoenix Raceway","United Rentals Work United 500",9
"141","Noah Gragson","Phoenix Raceway","United Rentals Work United 500",8
"142","Ty Dillon","Phoenix Raceway","United Rentals Work United 500",7
"143","Zane Smith","Phoenix Raceway","United Rentals Work United 500",0
"144","Todd Gilliland","Phoenix Raceway","United Rentals Work United 500",5
"145","Aric Almirola","Phoenix Raceway","United Rentals Work United 500",4
"146","Cody Ware","Phoenix Raceway","United Rentals Work United 500",3
"147","Harrison Burton","Phoenix Raceway","United Rentals Work United 500",2
"148","B.J. McLeod","Phoenix Raceway","United Rentals Work United 500",1
"149","Joey Logano","Atlanta Motor Speedway","Ambetter Health 400",59
"150","Brad Keselowski","Atlanta Motor Speedway","Ambetter Health 400",45
"151","Christopher Bell","Atlanta Motor Speedway","Ambetter Health 400",39
"152","Corey LaJoie","Atlanta Motor Speedway","Ambetter Health 400",34
"153","Tyler Reddick","Atlanta Motor Speedway","Ambetter Health 400",39
"154","Denny Hamlin","Atlanta Motor Speedway","Ambetter Health 400",40
"155","Ryan Blaney","Atlanta Motor Speedway","Ambetter Health 400",37
"156","Erik Jones","Atlanta Motor Speedway","Ambetter Health 400",29
"157","Ty Gibbs","Atlanta Motor Speedway","Ambetter Health 400",28
"158","Kyle Busch","Atlanta Motor Speedway","Ambetter Health 400",31
"159","Austin Cindric","Atlanta Motor Speedway","Ambetter Health 400",45
"160","Noah Gragson","Atlanta Motor Speedway","Ambetter Health 400",25
"161","Ross Chastain","Atlanta Motor Speedway","Ambetter Health 400",24
"162","Alex Bowman","Atlanta Motor Speedway","Ambetter Health 400",31
"163","Todd Gilliland","Atlanta Motor Speedway","Ambetter Health 400",22
"164","A.J. Allmendinger","Atlanta Motor Speedway","Ambetter Health 400",21
"165","Ricky Stenhouse Jr.","Atlanta Motor Speedway","Ambetter Health 400",20
"166","Josh Berry","Atlanta Motor Speedway","Ambetter Health 400",0
"167","Martin Truex Jr.","Atlanta Motor Speedway","Ambetter Health 400",23
"168","Austin Dillon","Atlanta Motor Speedway","Ambetter Health 400",17
"169","Michael McDowell","Atlanta Motor Speedway","Ambetter Health 400",16
"170","Justin Haley","Atlanta Motor Speedway","Ambetter Health 400",15
"171","Ty Dillon","Atlanta Motor Speedway","Ambetter Health 400",14
"172","Chase Briscoe","Atlanta Motor Speedway","Ambetter Health 400",13
"173","Cody Ware","Atlanta Motor Speedway","Ambetter Health 400",12
"174","J.J. Yeley","Atlanta Motor Speedway","Ambetter Health 400",0
"175","Bubba Wallace","Atlanta Motor Speedway","Ambetter Health 400",10
"176","Ryan Preece","Atlanta Motor Speedway","Ambetter Health 400",9
"177","Daniel Suarez","Atlanta Motor Speedway","Ambetter Health 400",10
"178","Aric Almirola","Atlanta Motor Speedway","Ambetter Health 400",7
"179","Kyle Larson","Atlanta Motor Speedway","Ambetter Health 400",6
"180","William Byron","Atlanta Motor Speedway","Ambetter Health 400",11
"181","Kevin Harvick","Atlanta Motor Speedway","Ambetter Health 400",4
"182","Harrison Burton","Atlanta Motor Speedway","Ambetter Health 400",3
"183","Chris Buescher","Atlanta Motor Speedway","Ambetter Health 400",10
"184","B.J. McLeod","Atlanta Motor Speedway","Ambetter Health 400",1
"185","Tyler Reddick","Circuit of the Americas","EchoPark Automotive Grand Prix",50
"186","Kyle Busch","Circuit of the Americas","EchoPark Automotive Grand Prix",39
"187","Alex Bowman","Circuit of the Americas","EchoPark Automotive Grand Prix",41
"188","Ross Chastain","Circuit of the Americas","EchoPark Automotive Grand Prix",39
"189","William Byron","Circuit of the Americas","EchoPark Automotive Grand Prix",42
"190","Austin Cindric","Circuit of the Americas","EchoPark Automotive Grand Prix",40
"191","Ricky Stenhouse Jr.","Circuit of the Americas","EchoPark Automotive Grand Prix",35
"192","Chris Buescher","Circuit of the Americas","EchoPark Automotive Grand Prix",35
"193","Ty Gibbs","Circuit of the Americas","EchoPark Automotive Grand Prix",28
"194","Todd Gilliland","Circuit of the Americas","EchoPark Automotive Grand Prix",27
"195","Corey LaJoie","Circuit of the Americas","EchoPark Automotive Grand Prix",26
"196","Michael McDowell","Circuit of the Americas","EchoPark Automotive Grand Prix",33
"197","Kevin Harvick","Circuit of the Americas","EchoPark Automotive Grand Prix",31
"198","Kyle Larson","Circuit of the Americas","EchoPark Automotive Grand Prix",27
"199","Chase Briscoe","Circuit of the Americas","EchoPark Automotive Grand Prix",24
"200","Denny Hamlin","Circuit of the Americas","EchoPark Automotive Grand Prix",21
"201","Martin Truex Jr.","Circuit of the Americas","EchoPark Automotive Grand Prix",20
"202","Jenson Button","Circuit of the Americas","EchoPark Automotive Grand Prix",19
"203","Justin Haley","Circuit of the Americas","EchoPark Automotive Grand Prix",18
"204","Noah Gragson","Circuit of the Americas","EchoPark Automotive Grand Prix",18
"205","Ryan Blaney","Circuit of the Americas","EchoPark Automotive Grand Prix",16
"206","Harrison Burton","Circuit of the Americas","EchoPark Automotive Grand Prix",15
"207","Erik Jones","Circuit of the Americas","EchoPark Automotive Grand Prix",17
"208","Jordan Taylor","Circuit of the Americas","EchoPark Automotive Grand Prix",0
"209","Cody Ware","Circuit of the Americas","EchoPark Automotive Grand Prix",12
"210","Josh Bilicki","Circuit of the Americas","EchoPark Automotive Grand Prix",0
"211","Daniel Suarez","Circuit of the Americas","EchoPark Automotive Grand Prix",15
"212","Joey Logano","Circuit of the Americas","EchoPark Automotive Grand Prix",9
"213","Kimi Raikkonen","Circuit of the Americas","EchoPark Automotive Grand Prix",8
"214","Aric Almirola","Circuit of the Americas","EchoPark Automotive Grand Prix",7
"215","Christopher Bell","Circuit of the Americas","EchoPark Automotive Grand Prix",8
"216","Ryan Preece","Circuit of the Americas","EchoPark Automotive Grand Prix",6
"217","Austin Dillon","Circuit of the Americas","EchoPark Automotive Grand Prix",13
"218","A.J. Allmendinger","Circuit of the Americas","EchoPark Automotive Grand Prix",11
"219","Brad Keselowski","Circuit of the Americas","EchoPark Automotive Grand Prix",2
"220","Conor Daly","Circuit of the Americas","EchoPark Automotive Grand Prix",0
"221","Bubba Wallace","Circuit of the Americas","EchoPark Automotive Grand Prix",1
"222","Jimmie Johnson","Circuit of the Americas","EchoPark Automotive Grand Prix",1
"223","Ty Dillon","Circuit of the Americas","EchoPark Automotive Grand Prix",1
"224","Kyle Larson","Richmond Raceway","Toyota Owners 400",52
"225","Josh Berry","Richmond Raceway","Toyota Owners 400",0
"226","Ross Chastain","Richmond Raceway","Toyota Owners 400",48
"227","Christopher Bell","Richmond Raceway","Toyota Owners 400",45
"228","Kevin Harvick","Richmond Raceway","Toyota Owners 400",41
"229","Michael McDowell","Richmond Raceway","Toyota Owners 400",31
"230","Joey Logano","Richmond Raceway","Toyota Owners 400",36
"231","Alex Bowman","Richmond Raceway","Toyota Owners 400",37
"232","Ty Gibbs","Richmond Raceway","Toyota Owners 400",29
"233","Brad Keselowski","Richmond Raceway","Toyota Owners 400",34
"234","Martin Truex Jr.","Richmond Raceway","Toyota Owners 400",33
"235","Chase Briscoe","Richmond Raceway","Toyota Owners 400",26
"236","Aric Almirola","Richmond Raceway","Toyota Owners 400",24
"237","Kyle Busch","Richmond Raceway","Toyota Owners 400",23
"238","Todd Gilliland","Richmond Raceway","Toyota Owners 400",22
"239","Tyler Reddick","Richmond Raceway","Toyota Owners 400",26
"240","Chandler Smith","Richmond Raceway","Toyota Owners 400",0
"241","Ryan Preece","Richmond Raceway","Toyota Owners 400",19
"242","Harrison Burton","Richmond Raceway","Toyota Owners 400",18
"243","Denny Hamlin","Richmond Raceway","Toyota Owners 400",27
"244","Corey LaJoie","Richmond Raceway","Toyota Owners 400",16
"245","Bubba Wallace","Richmond Raceway","Toyota Owners 400",15
"246","Daniel Suarez","Richmond Raceway","Toyota Owners 400",14
"247","William Byron","Richmond Raceway","Toyota Owners 400",31
"248","Austin Dillon","Richmond Raceway","Toyota Owners 400",12
"249","Ryan Blaney","Richmond Raceway","Toyota Owners 400",11
"250","A.J. Allmendinger","Richmond Raceway","Toyota Owners 400",10
"251","Austin Cindric","Richmond Raceway","Toyota Owners 400",9
"252","Justin Haley","Richmond Raceway","Toyota Owners 400",8
"253","Chris Buescher","Richmond Raceway","Toyota Owners 400",7
"254","Erik Jones","Richmond Raceway","Toyota Owners 400",6
"255","Ty Dillon","Richmond Raceway","Toyota Owners 400",5
"256","Anthony Alfredo","Richmond Raceway","Toyota Owners 400",0
"257","Cody Ware","Richmond Raceway","Toyota Owners 400",3
"258","Ricky Stenhouse Jr.","Richmond Raceway","Toyota Owners 400",2
"259","J.J. Yeley","Richmond Raceway","Toyota Owners 400",0
"260","Noah Gragson","Richmond Raceway","Toyota Owners 400",1
"261","Christopher Bell","Bristol Motor Speedway Dirt Track","Food City Dirt Race",52
"262","Tyler Reddick","Bristol Motor Speedway Dirt Track","Food City Dirt Race",48
"263","Austin Dillon","Bristol Motor Speedway Dirt Track","Food City Dirt Race",52
"264","Ricky Stenhouse Jr.","Bristol Motor Speedway Dirt Track","Food City Dirt Race",33
"265","Chase Briscoe","Bristol Motor Speedway Dirt Track","Food City Dirt Race",41
"266","Justin Haley","Bristol Motor Speedway Dirt Track","Food City Dirt Race",35
"267","Martin Truex Jr.","Bristol Motor Speedway Dirt Track","Food City Dirt Race",34
"268","Todd Gilliland","Bristol Motor Speedway Dirt Track","Food City Dirt Race",29
"269","Kevin Harvick","Bristol Motor Speedway Dirt Track","Food City Dirt Race",28
"270","Ty Gibbs","Bristol Motor Speedway Dirt Track","Food City Dirt Race",27
"271","Michael McDowell","Bristol Motor Speedway Dirt Track","Food City Dirt Race",26
"272","Bubba Wallace","Bristol Motor Speedway Dirt Track","Food City Dirt Race",25
"273","William Byron","Bristol Motor Speedway Dirt Track","Food City Dirt Race",25
"274","Erik Jones","Bristol Motor Speedway Dirt Track","Food City Dirt Race",23
"275","Harrison Burton","Bristol Motor Speedway Dirt Track","Food City Dirt Race",22
"276","A.J. Allmendinger","Bristol Motor Speedway Dirt Track","Food City Dirt Race",21
"277","Brad Keselowski","Bristol Motor Speedway Dirt Track","Food City Dirt Race",20
"278","Chris Buescher","Bristol Motor Speedway Dirt Track","Food City Dirt Race",19
"279","Austin Cindric","Bristol Motor Speedway Dirt Track","Food City Dirt Race",18
"280","J.J. Yeley","Bristol Motor Speedway Dirt Track","Food City Dirt Race",0
"281","Ty Dillon","Bristol Motor Speedway Dirt Track","Food City Dirt Race",16
"282","Denny Hamlin","Bristol Motor Speedway Dirt Track","Food City Dirt Race",15
"283","Ryan Blaney","Bristol Motor Speedway Dirt Track","Food City Dirt Race",23
"284","Ryan Preece","Bristol Motor Speedway Dirt Track","Food City Dirt Race",20
"285","Daniel Suarez","Bristol Motor Speedway Dirt Track","Food City Dirt Race",12
"286","B.J. McLeod","Bristol Motor Speedway Dirt Track","Food City Dirt Race",11
"287","Josh Berry","Bristol Motor Speedway Dirt Track","Food City Dirt Race",0
"288","Ross Chastain","Bristol Motor Speedway Dirt Track","Food City Dirt Race",9
"289","Alex Bowman","Bristol Motor Speedway Dirt Track","Food City Dirt Race",8
"290","Corey LaJoie","Bristol Motor Speedway Dirt Track","Food City Dirt Race",7
"291","Aric Almirola","Bristol Motor Speedway Dirt Track","Food City Dirt Race",7
"292","Kyle Busch","Bristol Motor Speedway Dirt Track","Food City Dirt Race",19
"293","Noah Gragson","Bristol Motor Speedway Dirt Track","Food City Dirt Race",4
"294","Matt Crafton","Bristol Motor Speedway Dirt Track","Food City Dirt Race",0
"295","Kyle Larson","Bristol Motor Speedway Dirt Track","Food City Dirt Race",20
"296","Jonathan Davenport","Bristol Motor Speedway Dirt Track","Food City Dirt Race",1
"297","Joey Logano","Bristol Motor Speedway Dirt Track","Food City Dirt Race",1
"298","Kyle Larson","Martinsville Speedway","NOCO 400",43
"299","Joey Logano","Martinsville Speedway","NOCO 400",35
"300","Martin Truex Jr.","Martinsville Speedway","NOCO 400",34
"301","Denny Hamlin","Martinsville Speedway","NOCO 400",44
"302","Chase Briscoe","Martinsville Speedway","NOCO 400",47
"303","Aric Almirola","Martinsville Speedway","NOCO 400",42
"304","Ryan Blaney","Martinsville Speedway","NOCO 400",30
"305","Ricky Stenhouse Jr.","Martinsville Speedway","NOCO 400",29
"306","Bubba Wallace","Martinsville Speedway","NOCO 400",32
"307","Chase Elliott","Martinsville Speedway","NOCO 400",27
"308","Alex Bowman","Martinsville Speedway","NOCO 400",26
"309","Austin Dillon","Martinsville Speedway","NOCO 400",25
"310","Ross Chastain","Martinsville Speedway","NOCO 400",29
"311","Chris Buescher","Martinsville Speedway","NOCO 400",23
"312","Ryan Preece","Martinsville Speedway","NOCO 400",32
"313","Christopher Bell","Martinsville Speedway","NOCO 400",21
"314","Daniel Suarez","Martinsville Speedway","NOCO 400",30
"315","Ty Gibbs","Martinsville Speedway","NOCO 400",19
"316","Michael McDowell","Martinsville Speedway","NOCO 400",18
"317","Kevin Harvick","Martinsville Speedway","NOCO 400",32
"318","Kyle Busch","Martinsville Speedway","NOCO 400",16
"319","Tyler Reddick","Martinsville Speedway","NOCO 400",30
"320","William Byron","Martinsville Speedway","NOCO 400",15
"321","Brad Keselowski","Martinsville Speedway","NOCO 400",19
"322","Todd Gilliland","Martinsville Speedway","NOCO 400",16
"323","Corey LaJoie","Martinsville Speedway","NOCO 400",11
"324","A.J. Allmendinger","Martinsville Speedway","NOCO 400",10
"325","Justin Haley","Martinsville Speedway","NOCO 400",9
"326","Harrison Burton","Martinsville Speedway","NOCO 400",8
"327","Noah Gragson","Martinsville Speedway","NOCO 400",7
"328","Erik Jones","Martinsville Speedway","NOCO 400",6
"329","Ty Dillon","Martinsville Speedway","NOCO 400",5
"330","Austin Cindric","Martinsville Speedway","NOCO 400",4
"331","Zane Smith","Martinsville Speedway","NOCO 400",0
"332","Anthony Alfredo","Martinsville Speedway","NOCO 400",0
"333","J.J. Yeley","Martinsville Speedway","NOCO 400",0
