"","Driver","Track","Name","Pts"
"1001","Christopher Bell","Kansas Speedway","Hollywood Casino 400",38
"1002","Brad Keselowski","Kansas Speedway","Hollywood Casino 400",41
"1003","Alex Bowman","Kansas Speedway","Hollywood Casino 400",27
"1004","Kevin Harvick","Kansas Speedway","Hollywood Casino 400",34
"1005","Ryan Blaney","Kansas Speedway","Hollywood Casino 400",35
"1006","Ross Chastain","Kansas Speedway","Hollywood Casino 400",31
"1007","Ty Gibbs","Kansas Speedway","Hollywood Casino 400",23
"1008","William Byron","Kansas Speedway","Hollywood Casino 400",22
"1009","Daniel Suarez","Kansas Speedway","Hollywood Casino 400",21
"1010","Aric Almirola","Kansas Speedway","Hollywood Casino 400",20
"1011","Ryan Preece","Kansas Speedway","Hollywood Casino 400",19
"1012","Chase Briscoe","Kansas Speedway","Hollywood Casino 400",18
"1013","Carson Hocevar","Kansas Speedway","Hollywood Casino 400",0
"1014","Justin Haley","Kansas Speedway","Hollywood Casino 400",16
"1015","Corey LaJoie","Kansas Speedway","Hollywood Casino 400",15
"1016","Ricky Stenhouse Jr.","Kansas Speedway","Hollywood Casino 400",14
"1017","Cole Custer","Kansas Speedway","Hollywood Casino 400",0
"1018","Todd Gilliland","Kansas Speedway","Hollywood Casino 400",12
"1019","Michael McDowell","Kansas Speedway","Hollywood Casino 400",11
"1020","Chris Buescher","Kansas Speedway","Hollywood Casino 400",12
"1021","Ty Dillon","Kansas Speedway","Hollywood Casino 400",9
"1022","Sheldon Creed","Kansas Speedway","Hollywood Casino 400",0
"1023","A.J. Allmendinger","Kansas Speedway","Hollywood Casino 400",7
"1024","Austin Cindric","Kansas Speedway","Hollywood Casino 400",6
"1025","Bubba Wallace","Kansas Speedway","Hollywood Casino 400",14
"1026","Austin Dillon","Kansas Speedway","Hollywood Casino 400",4
"1027","J.J. Yeley","Kansas Speedway","Hollywood Casino 400",0
"1028","Harrison Burton","Kansas Speedway","Hollywood Casino 400",2
"1029","Martin Truex Jr.","Kansas Speedway","Hollywood Casino 400",1
"1030","Denny Hamlin","Bristol Motor Speedway","Bass Pro Shops Night Race",47
"1031","Kyle Larson","Bristol Motor Speedway","Bass Pro Shops Night Race",46
"1032","Christopher Bell","Bristol Motor Speedway","Bass Pro Shops Night Race",54
"1033","Chris Buescher","Bristol Motor Speedway","Bass Pro Shops Night Race",37
"1034","Ty Gibbs","Bristol Motor Speedway","Bass Pro Shops Night Race",42
"1035","Michael McDowell","Bristol Motor Speedway","Bass Pro Shops Night Race",36
"1036","Chase Elliott","Bristol Motor Speedway","Bass Pro Shops Night Race",31
"1037","Brad Keselowski","Bristol Motor Speedway","Bass Pro Shops Night Race",33
"1038","William Byron","Bristol Motor Speedway","Bass Pro Shops Night Race",38
"1039","Ricky Stenhouse Jr.","Bristol Motor Speedway","Bass Pro Shops Night Race",27
"1040","Carson Hocevar","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1041","Ryan Preece","Bristol Motor Speedway","Bass Pro Shops Night Race",27
"1042","Alex Bowman","Bristol Motor Speedway","Bass Pro Shops Night Race",24
"1043","Bubba Wallace","Bristol Motor Speedway","Bass Pro Shops Night Race",31
"1044","Tyler Reddick","Bristol Motor Speedway","Bass Pro Shops Night Race",28
"1045","Todd Gilliland","Bristol Motor Speedway","Bass Pro Shops Night Race",21
"1046","Austin Dillon","Bristol Motor Speedway","Bass Pro Shops Night Race",20
"1047","Aric Almirola","Bristol Motor Speedway","Bass Pro Shops Night Race",19
"1048","Martin Truex Jr.","Bristol Motor Speedway","Bass Pro Shops Night Race",20
"1049","Kyle Busch","Bristol Motor Speedway","Bass Pro Shops Night Race",17
"1050","Daniel Suarez","Bristol Motor Speedway","Bass Pro Shops Night Race",16
"1051","Ryan Blaney","Bristol Motor Speedway","Bass Pro Shops Night Race",15
"1052","Ross Chastain","Bristol Motor Speedway","Bass Pro Shops Night Race",19
"1053","Erik Jones","Bristol Motor Speedway","Bass Pro Shops Night Race",13
"1054","Corey LaJoie","Bristol Motor Speedway","Bass Pro Shops Night Race",21
"1055","J.J. Yeley","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1056","Chase Briscoe","Bristol Motor Speedway","Bass Pro Shops Night Race",10
"1057","Harrison Burton","Bristol Motor Speedway","Bass Pro Shops Night Race",9
"1058","Kevin Harvick","Bristol Motor Speedway","Bass Pro Shops Night Race",8
"1059","A.J. Allmendinger","Bristol Motor Speedway","Bass Pro Shops Night Race",7
"1060","B.J. McLeod","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1061","Austin Cindric","Bristol Motor Speedway","Bass Pro Shops Night Race",5
"1062","Ty Dillon","Bristol Motor Speedway","Bass Pro Shops Night Race",4
"1063","Joey Logano","Bristol Motor Speedway","Bass Pro Shops Night Race",3
"1064","Justin Haley","Bristol Motor Speedway","Bass Pro Shops Night Race",2
"1065","Ryan Newman","Bristol Motor Speedway","Bass Pro Shops Night Race",0
"1066","William Byron","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",47
"1067","Ross Chastain","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",38
"1068","Bubba Wallace","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",37
"1069","Christopher Bell","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",41
"1070","Denny Hamlin","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",42
"1071","Kevin Harvick","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",31
"1072","Brad Keselowski","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",34
"1073","Daniel Suarez","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",30
"1074","Ricky Stenhouse Jr.","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",28
"1075","Chase Briscoe","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",30
"1076","Chase Elliott","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",36
"1077","Alex Bowman","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",25
"1078","Justin Haley","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",24
"1079","Chris Buescher","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",38
"1080","Michael McDowell","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",28
"1081","Carson Hocevar","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",0
"1082","Martin Truex Jr.","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",20
"1083","Aric Almirola","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",19
"1084","Ty Dillon","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",18
"1085","Harrison Burton","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",17
"1086","Joey Logano","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",16
"1087","B.J. McLeod","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",0
"1088","Ryan Preece","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",14
"1089","Zane Smith","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",0
"1090","Tyler Reddick","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",22
"1091","Corey LaJoie","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",11
"1092","Austin Cindric","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",10
"1093","Ryan Blaney","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",20
"1094","A.J. Allmendinger","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",8
"1095","Erik Jones","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",16
"1096","Kyle Larson","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",16
"1097","J.J. Yeley","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",0
"1098","Ty Gibbs","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",4
"1099","Kyle Busch","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",3
"1100","Todd Gilliland","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",2
"1101","Austin Dillon","Texas Motor Speedway","AutoTrader EchoPark Automotive 400",1
"1102","Ryan Blaney","Talladega Superspeedway","YellaWood 500",50
"1103","William Byron","Talladega Superspeedway","YellaWood 500",53
"1104","Denny Hamlin","Talladega Superspeedway","YellaWood 500",34
"1105","Corey LaJoie","Talladega Superspeedway","YellaWood 500",34
"1106","Austin Cindric","Talladega Superspeedway","YellaWood 500",37
"1107","Justin Haley","Talladega Superspeedway","YellaWood 500",35
"1108","Chase Elliott","Talladega Superspeedway","YellaWood 500",43
"1109","Ryan Preece","Talladega Superspeedway","YellaWood 500",31
"1110","Riley Herbst","Talladega Superspeedway","YellaWood 500",0
"1111","Daniel Suarez","Talladega Superspeedway","YellaWood 500",32
"1112","Chandler Smith","Talladega Superspeedway","YellaWood 500",0
"1113","Todd Gilliland","Talladega Superspeedway","YellaWood 500",25
"1114","Chase Briscoe","Talladega Superspeedway","YellaWood 500",27
"1115","Christopher Bell","Talladega Superspeedway","YellaWood 500",23
"1116","Kyle Larson","Talladega Superspeedway","YellaWood 500",34
"1117","Tyler Reddick","Talladega Superspeedway","YellaWood 500",22
"1118","Aric Almirola","Talladega Superspeedway","YellaWood 500",20
"1119","Martin Truex Jr.","Talladega Superspeedway","YellaWood 500",19
"1120","Chris Buescher","Talladega Superspeedway","YellaWood 500",18
"1121","A.J. Allmendinger","Talladega Superspeedway","YellaWood 500",17
"1122","Michael McDowell","Talladega Superspeedway","YellaWood 500",16
"1123","Ricky Stenhouse Jr.","Talladega Superspeedway","YellaWood 500",15
"1124","Bubba Wallace","Talladega Superspeedway","YellaWood 500",14
"1125","Joey Logano","Talladega Superspeedway","YellaWood 500",24
"1126","Kyle Busch","Talladega Superspeedway","YellaWood 500",12
"1127","Erik Jones","Talladega Superspeedway","YellaWood 500",11
"1128","Ty Dillon","Talladega Superspeedway","YellaWood 500",12
"1129","Alex Bowman","Talladega Superspeedway","YellaWood 500",15
"1130","B.J. McLeod","Talladega Superspeedway","YellaWood 500",0
"1131","Brennan Poole","Talladega Superspeedway","YellaWood 500",0
"1132","Harrison Burton","Talladega Superspeedway","YellaWood 500",6
"1133","Brad Keselowski","Talladega Superspeedway","YellaWood 500",15
"1134","Austin Dillon","Talladega Superspeedway","YellaWood 500",11
"1135","Ty Gibbs","Talladega Superspeedway","YellaWood 500",3
"1136","Carson Hocevar","Talladega Superspeedway","YellaWood 500",0
"1137","J.J. Yeley","Talladega Superspeedway","YellaWood 500",0
"1138","Ross Chastain","Talladega Superspeedway","YellaWood 500",1
"1139","Kevin Harvick","Talladega Superspeedway","YellaWood 500",1
"1140","A.J. Allmendinger","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",41
"1141","William Byron","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",35
"1142","Kyle Busch","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",38
"1143","Ty Gibbs","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",35
"1144","Joey Logano","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",32
"1145","Tyler Reddick","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",48
"1146","Chris Buescher","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",30
"1147","Alex Bowman","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",29
"1148","Chase Elliott","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",42
"1149","Ross Chastain","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",40
"1150","Ryan Preece","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",26
"1151","Ryan Blaney","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",25
"1152","Kyle Larson","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",30
"1153","Austin Dillon","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",23
"1154","Christopher Bell","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",37
"1155","Bubba Wallace","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",34
"1156","Corey LaJoie","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",20
"1157","Brad Keselowski","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",19
"1158","Kevin Harvick","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",18
"1159","Martin Truex Jr.","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",27
"1160","Aric Almirola","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",16
"1161","Justin Haley","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",15
"1162","Todd Gilliland","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",14
"1163","Harrison Burton","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",13
"1164","Austin Cindric","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",12
"1165","Josh Bilicki","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1166","Austin Hill","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1167","Chase Briscoe","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",9
"1168","Mike Rockenfeller","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",8
"1169","Zane Smith","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1170","Ty Dillon","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",6
"1171","Michael McDowell","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",7
"1172","Daniel Suarez","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",9
"1173","Ricky Stenhouse Jr.","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",3
"1174","Andy Lally","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",0
"1175","Erik Jones","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",1
"1176","Denny Hamlin","Charlotte Motor Speedway Road Course","Bank of America ROVAL 400",9
"1177","Kyle Larson","Las Vegas Motor Speedway","South Point 400",60
"1178","Christopher Bell","Las Vegas Motor Speedway","South Point 400",52
"1179","Kyle Busch","Las Vegas Motor Speedway","South Point 400",41
"1180","Brad Keselowski","Las Vegas Motor Speedway","South Point 400",47
"1181","Ross Chastain","Las Vegas Motor Speedway","South Point 400",41
"1182","Ryan Blaney","Las Vegas Motor Speedway","South Point 400",39
"1183","William Byron","Las Vegas Motor Speedway","South Point 400",36
"1184","Tyler Reddick","Las Vegas Motor Speedway","South Point 400",38
"1185","Martin Truex Jr.","Las Vegas Motor Speedway","South Point 400",34
"1186","Denny Hamlin","Las Vegas Motor Speedway","South Point 400",38
"1187","Chris Buescher","Las Vegas Motor Speedway","South Point 400",26
"1188","Joey Logano","Las Vegas Motor Speedway","South Point 400",25
"1189","Bubba Wallace","Las Vegas Motor Speedway","South Point 400",25
"1190","Aric Almirola","Las Vegas Motor Speedway","South Point 400",23
"1191","Daniel Suarez","Las Vegas Motor Speedway","South Point 400",22
"1192","Kevin Harvick","Las Vegas Motor Speedway","South Point 400",23
"1193","Michael McDowell","Las Vegas Motor Speedway","South Point 400",20
"1194","Austin Dillon","Las Vegas Motor Speedway","South Point 400",19
"1195","Corey LaJoie","Las Vegas Motor Speedway","South Point 400",18
"1196","Harrison Burton","Las Vegas Motor Speedway","South Point 400",17
"1197","A.J. Allmendinger","Las Vegas Motor Speedway","South Point 400",16
"1198","Justin Haley","Las Vegas Motor Speedway","South Point 400",15
"1199","Austin Cindric","Las Vegas Motor Speedway","South Point 400",14
"1200","Ty Dillon","Las Vegas Motor Speedway","South Point 400",13
"1201","Ricky Stenhouse Jr.","Las Vegas Motor Speedway","South Point 400",12
"1202","Ryan Preece","Las Vegas Motor Speedway","South Point 400",11
"1203","Todd Gilliland","Las Vegas Motor Speedway","South Point 400",10
"1204","Erik Jones","Las Vegas Motor Speedway","South Point 400",9
"1205","J.J. Yeley","Las Vegas Motor Speedway","South Point 400",0
"1206","Brennan Poole","Las Vegas Motor Speedway","South Point 400",0
"1207","B.J. McLeod","Las Vegas Motor Speedway","South Point 400",0
"1208","Chase Elliott","Las Vegas Motor Speedway","South Point 400",5
"1209","Chase Briscoe","Las Vegas Motor Speedway","South Point 400",4
"1210","Ty Gibbs","Las Vegas Motor Speedway","South Point 400",3
"1211","Alex Bowman","Las Vegas Motor Speedway","South Point 400",2
"1212","Carson Hocevar","Las Vegas Motor Speedway","South Point 400",0
"1213","Christopher Bell","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",42
"1214","Ryan Blaney","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",53
"1215","Tyler Reddick","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",42
"1216","William Byron","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",49
"1217","A.J. Allmendinger","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",32
"1218","Bubba Wallace","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",31
"1219","Ty Gibbs","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",34
"1220","Joey Logano","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",30
"1221","Aric Almirola","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",28
"1222","Austin Dillon","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",32
"1223","Kevin Harvick","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",26
"1224","Austin Cindric","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",25
"1225","Ryan Preece","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",24
"1226","Erik Jones","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",23
"1227","Chase Elliott","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",22
"1228","Daniel Suarez","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",21
"1229","Chase Briscoe","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",20
"1230","Kyle Busch","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",19
"1231","Alex Bowman","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",18
"1232","Corey LaJoie","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",17
"1233","Chris Buescher","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",16
"1234","Michael McDowell","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",15
"1235","Justin Haley","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",14
"1236","Ty Dillon","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",13
"1237","Todd Gilliland","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",12
"1238","Ryan Newman","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",0
"1239","Ricky Stenhouse Jr.","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",10
"1240","Brad Keselowski","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",24
"1241","Martin Truex Jr.","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",19
"1242","Denny Hamlin","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",19
"1243","Ross Chastain","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",6
"1244","John Hunter Nemechek","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",0
"1245","J.J. Yeley","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",0
"1246","Kyle Larson","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",21
"1247","Josh Bilicki","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",0
"1248","Harrison Burton","Homestead-Miami Speedway","4EVER 400 Presented by Mobil 1",1
"1249","Ryan Blaney","Martinsville Speedway","Xfinity 500",59
"1250","Aric Almirola","Martinsville Speedway","Xfinity 500",35
"1251","Denny Hamlin","Martinsville Speedway","Xfinity 500",53
"1252","Chase Briscoe","Martinsville Speedway","Xfinity 500",48
"1253","Joey Logano","Martinsville Speedway","Xfinity 500",41
"1254","Kyle Larson","Martinsville Speedway","Xfinity 500",31
"1255","Christopher Bell","Martinsville Speedway","Xfinity 500",36
"1256","Chris Buescher","Martinsville Speedway","Xfinity 500",29
"1257","Austin Cindric","Martinsville Speedway","Xfinity 500",28
"1258","Todd Gilliland","Martinsville Speedway","Xfinity 500",30
"1259","Bubba Wallace","Martinsville Speedway","Xfinity 500",26
"1260","Martin Truex Jr.","Martinsville Speedway","Xfinity 500",33
"1261","William Byron","Martinsville Speedway","Xfinity 500",24
"1262","Ross Chastain","Martinsville Speedway","Xfinity 500",23
"1263","Harrison Burton","Martinsville Speedway","Xfinity 500",22
"1264","Kevin Harvick","Martinsville Speedway","Xfinity 500",24
"1265","Chase Elliott","Martinsville Speedway","Xfinity 500",20
"1266","Ty Gibbs","Martinsville Speedway","Xfinity 500",28
"1267","Ricky Stenhouse Jr.","Martinsville Speedway","Xfinity 500",18
"1268","Ryan Preece","Martinsville Speedway","Xfinity 500",24
"1269","Erik Jones","Martinsville Speedway","Xfinity 500",16
"1270","Corey LaJoie","Martinsville Speedway","Xfinity 500",15
"1271","Austin Dillon","Martinsville Speedway","Xfinity 500",14
"1272","Ty Dillon","Martinsville Speedway","Xfinity 500",13
"1273","Michael McDowell","Martinsville Speedway","Xfinity 500",12
"1274","Tyler Reddick","Martinsville Speedway","Xfinity 500",11
"1275","Kyle Busch","Martinsville Speedway","Xfinity 500",10
"1276","A.J. Allmendinger","Martinsville Speedway","Xfinity 500",9
"1277","Ryan Newman","Martinsville Speedway","Xfinity 500",0
"1278","Justin Haley","Martinsville Speedway","Xfinity 500",7
"1279","Carson Hocevar","Martinsville Speedway","Xfinity 500",0
"1280","Alex Bowman","Martinsville Speedway","Xfinity 500",5
"1281","Brad Keselowski","Martinsville Speedway","Xfinity 500",16
"1282","Daniel Suarez","Martinsville Speedway","Xfinity 500",3
"1283","J.J. Yeley","Martinsville Speedway","Xfinity 500",0
"1284","B.J. McLeod","Martinsville Speedway","Xfinity 500",0
"1285","Ross Chastain","Phoenix Raceway","NASCAR Cup Series Championship",57
"1286","Ryan Blaney","Phoenix Raceway","NASCAR Cup Series Championship",35
"1287","Kyle Larson","Phoenix Raceway","NASCAR Cup Series Championship",34
"1288","William Byron","Phoenix Raceway","NASCAR Cup Series Championship",33
"1289","Chris Buescher","Phoenix Raceway","NASCAR Cup Series Championship",47
"1290","Martin Truex Jr.","Phoenix Raceway","NASCAR Cup Series Championship",41
"1291","Kevin Harvick","Phoenix Raceway","NASCAR Cup Series Championship",47
"1292","Denny Hamlin","Phoenix Raceway","NASCAR Cup Series Championship",29
"1293","Michael McDowell","Phoenix Raceway","NASCAR Cup Series Championship",28
"1294","Bubba Wallace","Phoenix Raceway","NASCAR Cup Series Championship",37
"1295","Daniel Suarez","Phoenix Raceway","NASCAR Cup Series Championship",26
"1296","Austin Dillon","Phoenix Raceway","NASCAR Cup Series Championship",25
"1297","Aric Almirola","Phoenix Raceway","NASCAR Cup Series Championship",24
"1298","Ryan Preece","Phoenix Raceway","NASCAR Cup Series Championship",23
"1299","Brad Keselowski","Phoenix Raceway","NASCAR Cup Series Championship",24
"1300","Chase Elliott","Phoenix Raceway","NASCAR Cup Series Championship",21
"1301","Alex Bowman","Phoenix Raceway","NASCAR Cup Series Championship",20
"1302","Joey Logano","Phoenix Raceway","NASCAR Cup Series Championship",19
"1303","Carson Hocevar","Phoenix Raceway","NASCAR Cup Series Championship",0
"1304","Erik Jones","Phoenix Raceway","NASCAR Cup Series Championship",21
"1305","Ty Gibbs","Phoenix Raceway","NASCAR Cup Series Championship",16
"1306","Tyler Reddick","Phoenix Raceway","NASCAR Cup Series Championship",15
"1307","Ricky Stenhouse Jr.","Phoenix Raceway","NASCAR Cup Series Championship",14
"1308","Chase Briscoe","Phoenix Raceway","NASCAR Cup Series Championship",13
"1309","Kyle Busch","Phoenix Raceway","NASCAR Cup Series Championship",12
"1310","Harrison Burton","Phoenix Raceway","NASCAR Cup Series Championship",11
"1311","J.J. Yeley","Phoenix Raceway","NASCAR Cup Series Championship",0
"1312","Ty Dillon","Phoenix Raceway","NASCAR Cup Series Championship",9
"1313","Justin Haley","Phoenix Raceway","NASCAR Cup Series Championship",8
"1314","Todd Gilliland","Phoenix Raceway","NASCAR Cup Series Championship",7
"1315","Corey LaJoie","Phoenix Raceway","NASCAR Cup Series Championship",6
"1316","A.J. Allmendinger","Phoenix Raceway","NASCAR Cup Series Championship",5
"1317","B.J. McLeod","Phoenix Raceway","NASCAR Cup Series Championship",0
"1318","Ryan Newman","Phoenix Raceway","NASCAR Cup Series Championship",0
"1319","Austin Cindric","Phoenix Raceway","NASCAR Cup Series Championship",2
"1320","Christopher Bell","Phoenix Raceway","NASCAR Cup Series Championship",1
